name,education_level,stream,cgpa,skills,interest,career_domain
S12753,Postgraduate,Mechanical Engineering,9.2,nodejs fullstack mongodb api react frontend backend,Development,Full Stack Developer
S12754,Undergraduate,Information Technology,7.1,mongodb frontend nodejs,Development,Full Stack Developer
S12755,Postgraduate,Computer Science,7.7,fullstack react javascript mongodb nodejs,Development,Full Stack Developer
S12756,Undergraduate,Information Technology,6.9,mongodb nodejs react,Writing,Full Stack Developer
S12757,Undergraduate,Computer Science,7.6,react api fullstack backend javascript mongodb,AI,Full Stack Developer
S12758,Undergraduate,Computer Science,8.6,frontend nodejs javascript react mongodb fullstack backend,Development,Full Stack Developer
S12759,Postgraduate,Information Technology,8.4,frontend backend fullstack,Development,Full Stack Developer
S12760,Postgraduate,Computer Science,7.2,frontend api backend,Development,Full Stack Developer
S12761,Undergraduate,Arts,8.5,mongodb fullstack api backend nodejs react frontend javascript,Research,Full Stack Developer
S12762,Postgraduate,Computer Science,8.2,nodejs mongodb frontend backend,Security,Full Stack Developer
S12763,Undergraduate,Computer Science,6.9,fullstack frontend backend javascript react nodejs api,Development,Full Stack Developer
S12764,Postgraduate,Law,7.2,backend api mongodb fullstack react,Development,Full Stack Developer
S12765,Undergraduate,Computer Science,7.5,mongodb frontend nodejs,Development,Full Stack Developer
S12766,Undergraduate,Information Technology,8.8,fullstack frontend api nodejs mongodb javascript backend,Cloud,Full Stack Developer
S12767,Undergraduate,Law,7.5,frontend backend javascript,Development,Full Stack Developer
S12768,Postgraduate,Information Technology,8.9,nodejs react fullstack javascript,Development,Full Stack Developer
S12769,Postgraduate,Information Technology,8.1,fullstack api mongodb frontend backend nodejs javascript,Writing,Full Stack Developer
S12770,Postgraduate,Information Technology,6.7,backend javascript api fullstack,Development,Full Stack Developer
S12771,Undergraduate,Information Technology,8.8,javascript fullstack nodejs,Research,Full Stack Developer
S12772,Undergraduate,Information Technology,7.3,nodejs frontend backend mongodb,Writing,Full Stack Developer
S12773,Postgraduate,Information Technology,8.2,frontend backend javascript fullstack api,Design,Full Stack Developer
S12774,Postgraduate,Information Technology,9.3,fullstack javascript backend,Development,Full Stack Developer
S12775,Postgraduate,Law,8.8,javascript react fullstack frontend,Development,Full Stack Developer
S12776,Postgraduate,Information Technology,7.9,backend frontend api javascript react fullstack,Development,Full Stack Developer
S12777,Undergraduate,Computer Science,8.8,javascript mongodb nodejs api fullstack frontend backend,Development,Full Stack Developer
S12778,Undergraduate,Mathematics,9.0,react api javascript fullstack,Development,Full Stack Developer
S12779,Postgraduate,Information Technology,9.0,api backend frontend react,Development,Full Stack Developer
S12780,Undergraduate,Computer Science,8.8,react javascript mongodb,Finance,Full Stack Developer
S12781,Undergraduate,Computer Science,6.7,frontend backend javascript api,Design,Full Stack Developer
S12782,Postgraduate,Computer Science,7.6,backend fullstack frontend mongodb javascript,Writing,Full Stack Developer
S12783,Undergraduate,Mechanical Engineering,8.2,frontend mongodb nodejs,Development,Full Stack Developer
S12784,Postgraduate,Arts,7.2,api nodejs backend react javascript frontend fullstack,Writing,Full Stack Developer
S12785,Postgraduate,Computer Science,8.7,backend fullstack frontend mongodb react api,Development,Full Stack Developer
S12786,Undergraduate,Information Technology,7.4,react frontend backend fullstack api,Development,Full Stack Developer
S12787,Undergraduate,Computer Science,7.3,nodejs fullstack javascript frontend react api backend,Development,Full Stack Developer
S12788,Postgraduate,Information Technology,8.6,api frontend backend,Development,Full Stack Developer
S12789,Undergraduate,Information Technology,9.3,fullstack react javascript api,Research,Full Stack Developer
S12790,Undergraduate,Information Technology,6.9,nodejs fullstack frontend mongodb javascript api backend,Finance,Full Stack Developer
S12791,Undergraduate,Mathematics,8.5,frontend nodejs api mongodb backend,Development,Full Stack Developer
S12792,Undergraduate,Commerce,9.1,api react frontend fullstack javascript backend mongodb,Development,Full Stack Developer
S12793,Undergraduate,Information Technology,6.6,nodejs javascript api react fullstack,Security,Full Stack Developer
S12794,Undergraduate,Data Science,8.4,react javascript backend mongodb frontend fullstack,AI,Full Stack Developer
S12795,Postgraduate,Commerce,8.0,frontend react api fullstack nodejs javascript mongodb backend,Development,Full Stack Developer
S12796,Undergraduate,Computer Science,8.0,javascript nodejs react,Development,Full Stack Developer
S12797,Postgraduate,Computer Science,9.5,api react nodejs javascript mongodb,Development,Full Stack Developer
S12798,Postgraduate,Computer Science,9.3,nodejs react mongodb javascript fullstack api,Development,Full Stack Developer
S12799,Postgraduate,Information Technology,6.8,fullstack frontend api nodejs backend react,Development,Full Stack Developer
S12800,Undergraduate,Computer Science,7.3,fullstack api react javascript,Development,Full Stack Developer
S12801,Undergraduate,Data Science,7.2,sql visualization python analytics statistics,Design,Data Analyst
S12802,Postgraduate,Mathematics,9.3,visualization dataanalysis python sql analytics excel statistics,Data,Data Analyst
S12803,Undergraduate,Mathematics,9.4,excel sql statistics analytics visualization,Data,Data Analyst
S12804,Postgraduate,Data Science,7.5,analytics dataanalysis statistics python excel visualization,Data,Data Analyst
S12805,Undergraduate,Statistics,8.5,analytics statistics visualization sql python,Data,Data Analyst
S12806,Undergraduate,Statistics,8.4,sql python statistics dataanalysis excel analytics,Development,Data Analyst
S12807,Undergraduate,Mathematics,7.9,visualization dataanalysis excel sql analytics python statistics,Data,Data Analyst
S12808,Postgraduate,Data Science,8.9,statistics dataanalysis python,Data,Data Analyst
S12809,Postgraduate,Data Science,7.4,excel statistics dataanalysis python,Finance,Data Analyst
S12810,Postgraduate,Psychology,6.8,sql visualization excel statistics analytics,Data,Data Analyst
S12811,Postgraduate,Statistics,9.4,statistics python analytics visualization excel sql,Finance,Data Analyst
S12812,Undergraduate,Mathematics,7.7,visualization dataanalysis python,Finance,Data Analyst
S12813,Postgraduate,Data Science,8.8,python visualization analytics sql statistics,Data,Data Analyst
S12814,Postgraduate,Statistics,7.4,statistics visualization python sql excel dataanalysis analytics,Data,Data Analyst
S12815,Undergraduate,Statistics,7.2,excel visualization dataanalysis python statistics sql,Data,Data Analyst
S12816,Undergraduate,Arts,9.5,python analytics statistics dataanalysis excel visualization,Data,Data Analyst
S12817,Postgraduate,Statistics,9.1,sql dataanalysis visualization statistics analytics excel python,Data,Data Analyst
S12818,Undergraduate,Data Science,7.9,excel dataanalysis statistics analytics visualization sql python,Data,Data Analyst
S12819,Undergraduate,Statistics,7.2,dataanalysis python sql analytics excel visualization statistics,Cloud,Data Analyst
S12820,Postgraduate,Commerce,8.2,dataanalysis sql analytics excel,Data,Data Analyst
S12821,Undergraduate,Statistics,8.1,analytics sql dataanalysis python excel,Data,Data Analyst
S12822,Undergraduate,Mathematics,7.6,statistics excel analytics,Data,Data Analyst
S12823,Undergraduate,Data Science,7.0,excel dataanalysis visualization analytics python,Data,Data Analyst
S12824,Postgraduate,Mathematics,8.6,visualization excel python statistics dataanalysis,Data,Data Analyst
S12825,Undergraduate,Data Science,7.0,sql python excel statistics dataanalysis visualization analytics,Data,Data Analyst
S12826,Postgraduate,Data Science,7.6,visualization analytics statistics dataanalysis excel python sql,Security,Data Analyst
S12827,Postgraduate,Data Science,7.7,sql visualization excel dataanalysis python,Data,Data Analyst
S12828,Postgraduate,Mathematics,9.2,sql analytics python statistics,Data,Data Analyst
S12829,Undergraduate,Statistics,6.7,excel sql visualization dataanalysis,AI,Data Analyst
S12830,Undergraduate,Statistics,8.8,excel python sql statistics visualization analytics,Data,Data Analyst
S12831,Undergraduate,Statistics,9.1,excel statistics python sql visualization analytics,Data,Data Analyst
S12832,Undergraduate,Mathematics,7.3,python sql excel visualization statistics dataanalysis,Data,Data Analyst
S12833,Postgraduate,Statistics,7.8,visualization sql analytics dataanalysis python excel,Data,Data Analyst
S12834,Undergraduate,Mathematics,9.4,sql excel dataanalysis visualization python analytics,Data,Data Analyst
S12835,Undergraduate,Mathematics,7.2,statistics python sql,Data,Data Analyst
S12836,Undergraduate,Data Science,8.7,sql python excel analytics visualization dataanalysis statistics,Data,Data Analyst
S12837,Postgraduate,Mathematics,8.7,excel visualization statistics python sql,Data,Data Analyst
S12838,Undergraduate,Statistics,8.1,visualization dataanalysis python,Data,Data Analyst
S12839,Undergraduate,Data Science,6.8,sql excel dataanalysis analytics statistics,Data,Data Analyst
S12840,Undergraduate,Mathematics,9.3,visualization excel statistics analytics,Data,Data Analyst
S12841,Postgraduate,Data Science,6.6,python statistics visualization sql analytics,Data,Data Analyst
S12842,Postgraduate,Mathematics,8.8,visualization sql analytics python excel dataanalysis statistics,Data,Data Analyst
S12843,Undergraduate,Statistics,9.3,sql statistics excel dataanalysis visualization python analytics,Design,Data Analyst
S12844,Postgraduate,Data Science,7.1,statistics dataanalysis visualization analytics python excel sql,Data,Data Analyst
S12845,Postgraduate,Mathematics,8.8,dataanalysis python visualization,Data,Data Analyst
S12846,Undergraduate,Statistics,8.8,dataanalysis excel statistics sql visualization python analytics,Finance,Data Analyst
S12847,Postgraduate,Law,8.6,visualization dataanalysis python excel,Data,Data Analyst
S12848,Postgraduate,Data Science,8.5,dataanalysis analytics excel,Writing,Data Analyst
S12849,Undergraduate,Data Science,9.2,statistics sql dataanalysis excel visualization,Data,Data Analyst
S12850,Postgraduate,Data Science,9.3,sql excel visualization statistics analytics dataanalysis python,Data,Data Analyst
S12851,Undergraduate,Data Science,7.7,dataanalysis statistics python analytics visualization sql,Data,Data Analyst
S12852,Postgraduate,Data Science,9.0,excel visualization python analytics dataanalysis sql,Finance,Data Analyst
S12853,Undergraduate,Mathematics,7.8,python excel statistics analytics dataanalysis visualization sql,Data,Data Analyst
S12854,Postgraduate,Mathematics,8.2,sql statistics visualization,Data,Data Analyst
S12855,Undergraduate,Statistics,8.0,visualization python excel analytics sql statistics,Data,Data Analyst
S12856,Postgraduate,Mathematics,6.6,sql dataanalysis excel statistics visualization,Data,Data Analyst
S12857,Postgraduate,Statistics,9.1,statistics analytics dataanalysis excel python sql,Design,Data Analyst
S12858,Postgraduate,Commerce,7.4,sql dataanalysis statistics excel analytics python visualization,Data,Data Analyst
S12859,Postgraduate,Statistics,7.8,excel visualization python dataanalysis statistics,Data,Data Analyst
S12860,Undergraduate,Mathematics,7.8,sql dataanalysis visualization,Data,Data Analyst
